6,,40.735
3,,31.0089431
4,,
6,,
5,,
7,,
9,,
5,,
6,,
7,,
9,,
12,,
7,,
7,,
8,,
10,,
10,,
9,,
9,,
8,,
10,,
12,,
5,,
6,,
10,,
6,,
11,,
2,,
5,,
5,,
2,,
15,,
13,,
16,,
5,,
9,,
13,,
15,,
18,,
8,,
20,,
14,,
3,,
21,,
3,,
8,,
19,,
14,,
10,,
7,,
6,,
8,,
21,,
18,,
22,,
18,,
18,,
12,,
19,,
28,,
21,,
17,,
12,,
19,,
9,,
21,,
6,,
20,,
28,,
7,,
9,,
4,,
5,,
12,,
17,,
32,,
7,,
25,,
5,,
15,,
12,,
6,,
7,,
16,,
17,,
17,,
12,,
4,,
20,,
17,,
22,,
19,,
34,,
15,,
9,,
19,,
15,,
35,,
17,,
10,,
13,,
18,,
6,,
13,,
26,,
13,,
23,,
14,,
9,,
18,,
9,,
15,,
11,,
15,,
20,,
25,,
13,,
39,,
27,,
13,,
8,,
25,,
19,,
44,,
8,,
35,,
20,,
8,,
19,,
13,,
5,,
18,,
36,,
24,,
6,,
44,,
57,,
37,,
26,,
18,,
19,,
32,,
25,,
22,,
31,,
40,,
29,,
15,,
7,,
20,,
17,,
10,,
14,,
11,,
21,,
25,,
27,,
20,,
21,,
40,,
10,,
35,,
21,,
17,,
19,,
19,,
37,,
76,,
41,,
26,,
13,,
10,,
39,,
32,,
48,,
26,,
19,,
4,,
24,,
24,,
12,,
20,,
29,,
21,,
23,,
12,,
12,,
50,,
21,,
4,,
8,,
48,,
39,,
11,,
18,,
62,,
13,,
20,,
32,,
20,,
24,,
8,,
34,,
7,,
75,,
47,,
7,,
18,,
18,,
18,,
7,,
7,,
9,,
18,,
7,,
9,,
11,,
3,,
26,,
8,,
11,,
25,,
66,,
13,,
15,,
60,,
13,,
23,,
30,,
7,,
35,,
20,,
9,,
5,,
24,,
13,,
34,,
25,,
40,,
13,,
21,,
8,,
7,,
4,,
19,,
25,,
22,,
10,,
19,,
58,,
53,,
62,,
49,,
39,,
8,,
30,,
3,,
14,,
41,,
13,,
24,,
27,,
24,,
77,,
16,,
69,,
35,,
21,,
21,,
36,,
25,,
42,,
7,,
9,,
30,,
25,,
5,,
44,,
18,,
39,,
14,,
13,,
40,,
24,,
19,,
13,,
33,,
19,,
18,,
14,,
13,,
37,,
8,,
26,,
17,,
27,,
29,,
14,,
49,,
14,,
50,,
31,,
3,,
7,,
41,,
21,,
18,,
45,,
8,,
18,,
38,,
23,,
18,,
31,,
13,,
8,,
23,,
31,,
25,,
14,,
19,,
94,,
18,,
15,,
20,,
10,,
35,,
3,,
20,,
90,,
7,,
6,,
18,,
32,,
36,,
82,,
25,,
33,,
44,,
17,,
32,,
35,,
28,,
3,,
77,,
24,,
64,,
35,,
23,,
14,,
13,,
28,,
12,,
31,,
21,,
39,,
41,,
36,,
20,,
40,,
28,,
111,,
54,,
105,,
85,,
9,,
66,,
73,,
66,,
33,,
57,,
52,,
15,,
43,,
26,,
45,,
39,,
78,,
14,,
21,,
14,,
42,,
46,,
36,,
32,,
74,,
33,,
36,,
65,,
50,,
50,,
86,,
45,,
44,,
58,,
76,,
86,,
53,,
97,,
74,,
55,,
71,,
44,,
68,,
32,,
70,,
15,,
28,,
26,,
36,,
55,,
32,,
